,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment
3269,66.0,1.0,332.3,3,2,2,32,about_to_sleep
3270,24.0,3.0,536.99,4,4,3,44,loyal_customers
3271,174.0,2.0,460.5899999999999,2,3,2,23,at_Risk
3272,104.0,4.0,762.1600000000001,2,4,3,24,at_Risk
3273,143.0,3.0,1121.59,2,4,4,24,at_Risk
3274,100.0,2.0,288.42,2,3,2,23,at_Risk
3275,24.0,5.0,914.69,4,4,3,44,loyal_customers
3276,193.0,1.0,309.53999999999996,1,2,2,12,hibernating
3277,5.0,2.0,547.0699999999999,5,3,3,53,potential_loyalists
3278,361.0,1.0,479.3500000000001,1,2,3,12,hibernating
3279,9.0,10.0,1652.18,5,5,4,55,champions
3280,15.0,21.0,6416.700000000001,4,5,5,45,loyal_customers
3281,104.0,4.0,417.06000000000006,2,4,2,24,at_Risk
3282,3.0,9.0,1598.97,5,5,4,55,champions
3283,11.0,11.0,3349.57,5,5,5,55,champions
3284,96.0,1.0,497.61,2,2,3,22,hibernating
3285,228.0,1.0,358.37999999999994,1,2,2,12,hibernating
3286,16.0,2.0,460.64,4,3,2,43,potential_loyalists
3287,39.0,2.0,775.1800000000001,3,3,3,33,need_attention
3288,52.0,1.0,341.70000000000005,3,2,2,32,about_to_sleep
3289,94.0,2.0,128.5,2,3,1,23,at_Risk
3290,157.0,1.0,197.22,2,2,1,22,hibernating
3291,39.0,1.0,325.90999999999997,3,2,2,32,about_to_sleep
3292,185.0,3.0,199.15,1,4,1,14,at_Risk
3293,2.0,4.0,1106.53,5,4,4,54,champions
3294,228.0,1.0,413.46000000000004,1,2,2,12,hibernating
3295,129.0,2.0,180.85000000000002,2,3,1,23,at_Risk
3296,40.0,2.0,251.87,3,3,2,33,need_attention
3297,32.0,11.0,3170.9799999999996,4,5,5,45,loyal_customers
3298,198.0,2.0,460.91,1,3,2,13,at_Risk
3299,9.0,34.0,16594.35,5,5,5,55,champions
3300,37.0,6.0,1869.82,3,5,4,35,loyal_customers
3301,101.0,3.0,1264.19,2,4,4,24,at_Risk
3302,43.0,16.0,10191.64,3,5,5,35,loyal_customers
3303,51.0,1.0,214.32000000000002,3,2,1,32,about_to_sleep
3304,44.0,1.0,193.44,3,2,1,32,about_to_sleep
3305,53.0,1.0,281.42,3,2,2,32,about_to_sleep
3306,187.0,1.0,124.57,1,2,1,12,hibernating
3307,334.0,1.0,332.41,1,2,2,12,hibernating
3308,5.0,3.0,342.45000000000005,5,4,2,54,champions
3309,11.0,2.0,142.02,5,3,1,53,potential_loyalists
3310,24.0,2.0,328.40000000000003,4,3,2,43,potential_loyalists
3311,15.0,1.0,35.400000000000006,4,2,1,42,potential_loyalists
3312,369.0,1.0,375.69000000000005,1,2,2,12,hibernating
3313,145.0,2.0,734.9200000000001,2,3,3,23,at_Risk
3314,60.0,2.0,173.76,3,3,1,33,need_attention
3315,32.0,2.0,502.8,4,3,3,43,potential_loyalists
3316,141.0,3.0,207.73999999999998,2,4,1,24,at_Risk
3317,23.0,4.0,817.1200000000001,4,4,3,44,loyal_customers
3318,23.0,6.0,2812.34,4,5,5,45,loyal_customers
3319,78.0,3.0,667.13,2,4,3,24,at_Risk
3320,5.0,6.0,6847.74,5,5,5,55,champions
3321,68.0,5.0,2095.53,3,4,5,34,loyal_customers
3322,13.0,6.0,846.62,5,5,3,55,champions
3323,85.0,1.0,13.3,2,2,1,22,hibernating
3324,31.0,7.0,1491.43,4,5,4,45,loyal_customers
3325,67.0,1.0,214.92,3,2,1,32,about_to_sleep
3326,67.0,3.0,705.12,3,4,3,34,loyal_customers
3327,188.0,2.0,272.47999999999996,1,3,2,13,at_Risk
3328,38.0,2.0,429.84000000000003,3,3,2,33,need_attention
3329,16.0,3.0,450.4100000000001,4,4,2,44,loyal_customers
3330,36.0,1.0,192.33,3,2,1,32,about_to_sleep
3331,195.0,3.0,1578.67,1,4,4,14,at_Risk
3332,2.0,5.0,742.4300000000001,5,4,3,54,champions
3333,2.0,5.0,518.19,5,4,3,54,champions
3334,367.0,1.0,145.93,1,2,1,12,hibernating
3335,65.0,1.0,202.26999999999998,3,2,1,32,about_to_sleep
3336,300.0,2.0,289.78,1,3,2,13,at_Risk
3337,27.0,3.0,501.03,4,4,3,44,loyal_customers
3338,8.0,6.0,1271.06,5,5,4,55,champions
3339,17.0,3.0,887.11,4,4,3,44,loyal_customers
3340,117.0,1.0,1706.88,2,2,4,22,hibernating
3341,30.0,1.0,363.2,4,2,2,42,potential_loyalists
3342,5.0,16.0,3650.86,5,5,5,55,champions
3343,6.0,7.0,3037.6,5,5,5,55,champions
3344,82.0,4.0,559.5900000000003,2,4,3,24,at_Risk
3345,30.0,5.0,928.76,4,4,4,44,loyal_customers
3346,73.0,1.0,379.14,2,2,2,22,hibernating
3347,5.0,8.0,1508.9599999999998,5,5,4,55,champions
3348,29.0,11.0,2555.5800000000004,4,5,5,45,loyal_customers
3349,291.0,1.0,113.44,1,2,1,12,hibernating
3350,37.0,1.0,183.75999999999996,3,2,1,32,about_to_sleep
3351,10.0,6.0,583.01,5,5,3,55,champions
3352,24.0,2.0,562.41,4,3,3,43,potential_loyalists
3353,277.0,1.0,391.52000000000004,1,2,2,12,hibernating
3354,50.0,6.0,1068.8200000000002,3,5,4,35,loyal_customers
3355,157.0,11.0,2592.25,2,5,5,25,cant_loose
3356,62.0,1.0,154.18,3,2,1,32,about_to_sleep
3357,13.0,19.0,7069.08,5,5,5,55,champions
3358,22.0,3.0,829.8900000000001,4,4,3,44,loyal_customers
3359,372.0,1.0,230.25000000000003,1,2,1,12,hibernating
3360,116.0,3.0,390.59000000000003,2,4,2,24,at_Risk
3361,81.0,17.0,2814.7,2,5,5,25,cant_loose
3362,4.0,7.0,1295.3899999999999,5,5,4,55,champions
3363,27.0,3.0,378.89,4,4,2,44,loyal_customers
3364,6.0,21.0,4554.870000000001,5,5,5,55,champions
3365,54.0,1.0,150.23,3,2,1,32,about_to_sleep
3366,2.0,2.0,563.23,5,3,3,53,potential_loyalists
3367,55.0,2.0,931.0300000000002,3,3,4,33,need_attention
3368,26.0,1.0,261.90000000000003,4,2,2,42,potential_loyalists
3369,9.0,4.0,2042.605,5,4,5,54,champions
3370,53.0,3.0,3049.88,3,4,5,34,loyal_customers
3371,13.0,9.0,1904.99,5,5,4,55,champions
3372,212.0,3.0,816.7299999999999,1,4,3,14,at_Risk
3373,22.0,19.0,4345.5,4,5,5,45,loyal_customers
3374,236.0,1.0,406.48,1,2,2,12,hibernating
3375,139.0,3.0,410.96,2,4,2,24,at_Risk
3376,4.0,6.0,934.51,5,5,4,55,champions
3377,57.0,3.0,1178.56,3,4,4,34,loyal_customers
3378,135.0,3.0,1277.7500000000002,2,4,4,24,at_Risk
3379,110.0,2.0,167.60999999999999,2,3,1,23,at_Risk
3380,31.0,1.0,20.8,4,2,1,42,potential_loyalists
3381,1.0,9.0,2085.08,5,5,5,55,champions
3382,185.0,4.0,518.67,1,4,3,14,at_Risk
3383,18.0,1.0,308.74,4,2,2,42,potential_loyalists
3384,240.0,2.0,416.64,1,3,2,13,at_Risk
3385,88.0,1.0,117.35000000000001,2,2,1,22,hibernating
3386,39.0,3.0,507.05,3,4,3,34,loyal_customers
3387,117.0,1.0,234.17000000000002,2,2,1,22,hibernating
3388,188.0,1.0,110.55000000000001,1,2,1,12,hibernating
3389,227.0,1.0,201.18999999999994,1,2,1,12,hibernating
3390,9.0,7.0,2154.9700000000003,5,5,5,55,champions
3391,190.0,1.0,319.02,1,2,2,12,hibernating
3392,5.0,2.0,439.43,5,3,2,53,potential_loyalists
3393,40.0,3.0,650.4100000000001,3,4,3,34,loyal_customers
3394,39.0,1.0,269.27,3,2,2,32,about_to_sleep
3395,268.0,1.0,251.51999999999998,1,2,2,12,hibernating
3396,78.0,1.0,344.3299999999999,2,2,2,22,hibernating
3397,4.0,6.0,1852.0,5,5,4,55,champions
3398,256.0,2.0,1028.46,1,3,4,13,at_Risk
3399,61.0,1.0,384.06,3,2,2,32,about_to_sleep
3400,13.0,7.0,1905.8700000000001,5,5,4,55,champions
3401,89.0,2.0,4459.52,2,3,5,23,at_Risk
3402,18.0,10.0,5464.119999999999,4,5,5,45,loyal_customers
3403,30.0,2.0,617.5150000000001,4,3,3,43,potential_loyalists
3404,4.0,7.0,1616.8000000000002,5,5,4,55,champions
3405,6.0,1.0,126.12,5,2,1,52,potential_loyalists
3406,8.0,6.0,1133.25,5,5,4,55,champions
3407,219.0,1.0,179.0,1,2,1,12,hibernating
3408,11.0,5.0,1614.3099999999997,5,4,4,54,champions
3409,31.0,6.0,1456.9600000000003,4,5,4,45,loyal_customers
3410,289.0,3.0,702.0,1,4,3,14,at_Risk
3411,150.0,4.0,295.0,2,4,2,24,at_Risk
3412,24.0,2.0,484.82,4,3,3,43,potential_loyalists
3413,1.0,11.0,3989.5699999999997,5,5,5,55,champions
3414,86.0,3.0,1493.7300000000002,2,4,4,24,at_Risk
3415,47.0,2.0,1312.14,3,3,4,33,need_attention
3416,5.0,4.0,781.78,5,4,3,54,champions
3417,51.0,6.0,889.9299999999998,3,5,3,35,loyal_customers
3418,19.0,1.0,195.36,4,2,1,42,potential_loyalists
3419,31.0,1.0,270.9,4,2,2,42,potential_loyalists
3420,9.0,3.0,583.4300000000001,5,4,3,54,champions
3421,29.0,3.0,1838.6100000000001,4,4,4,44,loyal_customers
3422,3.0,20.0,8694.26,5,5,5,55,champions
3423,41.0,2.0,920.1,3,3,3,33,need_attention
3424,12.0,4.0,1258.08,5,4,4,54,champions
3425,32.0,1.0,71.0,4,2,1,42,potential_loyalists
3426,46.0,3.0,95.85,3,4,1,34,loyal_customers
3427,61.0,3.0,357.77,3,4,2,34,loyal_customers
3428,186.0,2.0,154.82999999999998,1,3,1,13,at_Risk
3429,79.0,6.0,877.56,2,5,3,25,cant_loose
3430,111.0,2.0,716.0,2,3,3,23,at_Risk
3431,64.0,1.0,146.87000000000003,3,2,1,32,about_to_sleep
3432,12.0,2.0,380.35,5,3,2,53,potential_loyalists
3433,87.0,3.0,1030.14,2,4,4,24,at_Risk
3434,17.0,3.0,745.5200000000001,4,4,3,44,loyal_customers
3435,246.0,2.0,433.53,1,3,2,13,at_Risk
3436,88.0,1.0,1267.32,2,2,4,22,hibernating
3437,31.0,1.0,112.40000000000002,4,2,1,42,potential_loyalists
3438,138.0,1.0,449.72999999999996,2,2,2,22,hibernating
3439,27.0,3.0,1071.49,4,4,4,44,loyal_customers
3440,3.0,5.0,1036.5800000000002,5,4,4,54,champions
3441,33.0,4.0,1735.18,4,4,4,44,loyal_customers
3442,26.0,1.0,948.48,4,2,4,42,potential_loyalists
3443,114.0,3.0,336.54999999999995,2,4,2,24,at_Risk
3444,158.0,1.0,642.0199999999999,2,2,3,22,hibernating
3445,86.0,3.0,1100.8999999999999,2,4,4,24,at_Risk
3446,118.0,3.0,922.4599999999999,2,4,4,24,at_Risk
3447,3.0,9.0,5479.15,5,5,5,55,champions
3448,97.0,6.0,3185.64,2,5,5,25,cant_loose
3449,195.0,1.0,240.89,1,2,1,12,hibernating
3450,29.0,1.0,399.0899999999999,4,2,2,42,potential_loyalists
3451,131.0,1.0,498.47999999999996,2,2,3,22,hibernating
3452,29.0,5.0,1353.4400000000003,4,4,4,44,loyal_customers
3453,82.0,3.0,1179.8899999999999,2,4,4,24,at_Risk
3454,30.0,5.0,3080.39,4,4,5,44,loyal_customers
3455,267.0,1.0,234.24,1,2,1,12,hibernating
3456,74.0,11.0,5232.23,2,5,5,25,cant_loose
3457,314.0,4.0,533.3299999999999,1,4,3,14,at_Risk
3458,22.0,7.0,1461.14,4,5,4,45,loyal_customers
3459,59.0,3.0,855.4499999999999,3,4,3,34,loyal_customers
3460,13.0,21.0,4552.139999999999,5,5,5,55,champions
3461,29.0,9.0,2709.7,4,5,5,45,loyal_customers
3462,115.0,1.0,304.23999999999995,2,2,2,22,hibernating
3463,29.0,9.0,2429.03,4,5,5,45,loyal_customers
3464,18.0,4.0,1446.0900000000001,4,4,4,44,loyal_customers
3465,18.0,4.0,834.1199999999999,4,4,3,44,loyal_customers
3466,37.0,3.0,841.0799999999999,3,4,3,34,loyal_customers
3467,37.0,2.0,378.20000000000005,3,3,2,33,need_attention
3468,79.0,1.0,118.80000000000001,2,2,1,22,hibernating
3469,23.0,2.0,287.62,4,3,2,43,potential_loyalists
3470,26.0,2.0,288.91,4,3,2,43,potential_loyalists
3471,34.0,2.0,1827.97,3,3,4,33,need_attention
3472,110.0,3.0,1405.78,2,4,4,24,at_Risk
3473,36.0,2.0,2747.99,3,3,5,33,need_attention
3474,124.0,5.0,1562.4,2,4,4,24,at_Risk
3475,8.0,6.0,2050.08,5,5,5,55,champions
3476,29.0,4.0,1991.0100000000002,4,4,4,44,loyal_customers
3477,5.0,7.0,1974.6500000000003,5,5,4,55,champions
3478,3.0,9.0,3827.7600000000007,5,5,5,55,champions
3479,51.0,4.0,1774.0300000000002,3,4,4,34,loyal_customers
3480,323.0,1.0,301.99999999999994,1,2,2,12,hibernating
3481,23.0,3.0,1324.1599999999999,4,4,4,44,loyal_customers
3482,16.0,4.0,1022.1299999999999,4,4,4,44,loyal_customers
3483,3.0,8.0,954.42,5,5,4,55,champions
3484,19.0,2.0,971.74,4,3,4,43,potential_loyalists
3485,11.0,4.0,1621.73,5,4,4,54,champions
3486,262.0,1.0,25.5,1,2,1,12,hibernating
3487,160.0,2.0,665.7799999999999,2,3,3,23,at_Risk
3488,34.0,6.0,10797.48,3,5,5,35,loyal_customers
3489,30.0,6.0,881.29,4,5,3,45,loyal_customers
3490,166.0,1.0,163.3,2,2,1,22,hibernating
3491,48.0,1.0,231.60999999999999,3,2,1,32,about_to_sleep
3492,6.0,8.0,801.12,5,5,3,55,champions
3493,9.0,3.0,837.4999999999997,5,4,3,54,champions
3494,289.0,1.0,116.19999999999999,1,2,1,12,hibernating
3495,318.0,1.0,157.02,1,2,1,12,hibernating
3496,4.0,2.0,606.91,5,3,3,53,potential_loyalists
3497,234.0,1.0,307.46000000000004,1,2,2,12,hibernating
3498,120.0,1.0,138.32,2,2,1,22,hibernating
3499,162.0,1.0,345.29999999999995,2,2,2,22,hibernating
3500,186.0,1.0,294.24,1,2,2,12,hibernating
3501,51.0,1.0,230.5,3,2,1,32,about_to_sleep
3502,153.0,5.0,989.45,2,4,4,24,at_Risk
3503,335.0,1.0,157.08999999999997,1,2,1,12,hibernating
3504,6.0,5.0,2463.17,5,4,5,54,champions
3505,16.0,7.0,4803.59,4,5,5,45,loyal_customers
3506,107.0,2.0,413.2,2,3,2,23,at_Risk
3507,17.0,7.0,1043.85,4,5,4,45,loyal_customers
3508,276.0,1.0,380.5,1,2,2,12,hibernating
3509,16.0,12.0,10434.89,4,5,5,45,loyal_customers
3510,248.0,1.0,454.12,1,2,2,12,hibernating
3511,240.0,1.0,421.0599999999999,1,2,2,12,hibernating
3512,2.0,2.0,984.5699999999999,5,3,4,53,potential_loyalists
3513,106.0,3.0,653.9,2,4,3,24,at_Risk
3514,23.0,4.0,1714.59,4,4,4,44,loyal_customers
3515,52.0,1.0,124.88,3,2,1,32,about_to_sleep
3516,195.0,3.0,1689.5,1,4,4,14,at_Risk
3517,25.0,1.0,213.77999999999997,4,2,1,42,potential_loyalists
3518,76.0,1.0,329.34,2,2,2,22,hibernating
3519,18.0,2.0,251.69999999999993,4,3,2,43,potential_loyalists
3520,8.0,2.0,319.0,5,3,2,53,potential_loyalists
3521,33.0,3.0,1266.97,4,4,4,44,loyal_customers
3522,22.0,3.0,1538.88,4,4,4,44,loyal_customers
3523,32.0,6.0,3518.0299999999997,4,5,5,45,loyal_customers
3524,29.0,10.0,1715.46,4,5,4,45,loyal_customers
3525,22.0,2.0,293.1,4,3,2,43,potential_loyalists
3526,33.0,7.0,2467.35,4,5,5,45,loyal_customers
3527,285.0,1.0,158.68,1,2,1,12,hibernating
3528,39.0,2.0,206.33999999999997,3,3,1,33,need_attention
3529,58.0,2.0,835.7800000000002,3,3,3,33,need_attention
3530,290.0,1.0,224.91,1,2,1,12,hibernating
3531,79.0,1.0,317.76,2,2,2,22,hibernating
3532,6.0,8.0,3766.5999999999995,5,5,5,55,champions
3533,218.0,1.0,59.9,1,2,1,12,hibernating
3534,45.0,4.0,1420.8000000000002,3,4,4,34,loyal_customers
3535,202.0,1.0,306.13,1,2,2,12,hibernating
3536,179.0,3.0,711.79,2,4,3,24,at_Risk
3537,57.0,4.0,783.9700000000003,3,4,3,34,loyal_customers
3538,58.0,2.0,239.91999999999996,3,3,1,33,need_attention
3539,8.0,6.0,3347.31,5,5,5,55,champions
3540,47.0,2.0,144.0,3,3,1,33,need_attention
3541,227.0,1.0,203.95,1,2,1,12,hibernating
3542,12.0,7.0,2474.23,5,5,5,55,champions
3543,107.0,2.0,383.75000000000006,2,3,2,23,at_Risk
3544,59.0,2.0,286.8,3,3,2,33,need_attention
3545,29.0,7.0,2093.68,4,5,5,45,loyal_customers
3546,36.0,7.0,1699.3000000000002,3,5,4,35,loyal_customers
3547,274.0,2.0,262.62,1,3,2,13,at_Risk
3548,30.0,1.0,1013.01,4,2,4,42,potential_loyalists
3549,24.0,3.0,692.2199999999999,4,4,3,44,loyal_customers
3550,54.0,1.0,289.78000000000003,3,2,2,32,about_to_sleep
3551,36.0,6.0,3560.08,3,5,5,35,loyal_customers
3552,176.0,4.0,1564.56,2,4,4,24,at_Risk
3553,54.0,1.0,384.08,3,2,2,32,about_to_sleep
3554,54.0,1.0,204.24,3,2,1,32,about_to_sleep
3555,27.0,8.0,2304.28,4,5,5,45,loyal_customers
3556,254.0,1.0,226.85,1,2,1,12,hibernating
3557,41.0,7.0,2778.34,3,5,5,35,loyal_customers
3558,61.0,6.0,1011.1799999999998,3,5,4,35,loyal_customers
3559,235.0,1.0,113.49999999999999,1,2,1,12,hibernating
3560,5.0,10.0,1951.97,5,5,4,55,champions
3561,32.0,1.0,114.23,4,2,1,42,potential_loyalists
3562,25.0,14.0,3187.5499999999997,4,5,5,45,loyal_customers
3563,8.0,2.0,334.48,5,3,2,53,potential_loyalists
3564,66.0,1.0,328.65,3,2,2,32,about_to_sleep
3565,311.0,2.0,416.89,1,3,2,13,at_Risk
3566,309.0,1.0,393.48999999999995,1,2,2,12,hibernating
3567,19.0,6.0,939.3199999999999,4,5,4,45,loyal_customers
3568,16.0,8.0,1906.09,4,5,4,45,loyal_customers
3569,97.0,2.0,318.76000000000005,2,3,2,23,at_Risk
3570,265.0,8.0,3638.41,1,5,5,15,cant_loose
3571,13.0,10.0,3124.72,5,5,5,55,champions
3572,3.0,2.0,417.77,5,3,2,53,potential_loyalists
3573,36.0,1.0,190.88,3,2,1,32,about_to_sleep
3574,183.0,1.0,149.89,1,2,1,12,hibernating
3575,26.0,2.0,550.0600000000002,4,3,3,43,potential_loyalists
3576,13.0,6.0,916.1300000000001,5,5,3,55,champions
3577,12.0,2.0,314.69,5,3,2,53,potential_loyalists
3578,3.0,17.0,3719.1000000000004,5,5,5,55,champions
3579,313.0,1.0,382.50000000000006,1,2,2,12,hibernating
3580,109.0,2.0,1135.04,2,3,4,23,at_Risk
3581,2.0,26.0,8540.05,5,5,5,55,champions
3582,54.0,1.0,954.9,3,2,4,32,about_to_sleep
3583,205.0,1.0,171.45,1,2,1,12,hibernating
3584,16.0,1.0,280.09000000000003,4,2,2,42,potential_loyalists
3585,121.0,1.0,318.65000000000003,2,2,2,22,hibernating
3586,4.0,2.0,381.97,5,3,2,53,potential_loyalists
3587,363.0,1.0,269.83000000000004,1,2,2,12,hibernating
3588,117.0,2.0,348.90999999999997,2,3,2,23,at_Risk
3589,19.0,1.0,178.26,4,2,1,42,potential_loyalists
3590,5.0,2.0,271.19,5,3,2,53,potential_loyalists
3591,41.0,2.0,291.47999999999996,3,3,2,33,need_attention
3592,108.0,2.0,240.0,2,3,1,23,at_Risk
3593,149.0,2.0,581.2299999999999,2,3,3,23,at_Risk
3594,53.0,5.0,1253.3600000000001,3,4,4,34,loyal_customers
3595,209.0,1.0,63.440000000000005,1,2,1,12,hibernating
3596,139.0,2.0,550.0100000000001,2,3,3,23,at_Risk
3597,3.0,3.0,296.58,5,4,2,54,champions
3598,128.0,2.0,317.2,2,3,2,23,at_Risk
3599,108.0,4.0,763.64,2,4,3,24,at_Risk
3600,43.0,4.0,2148.6300000000006,3,4,5,34,loyal_customers
3601,36.0,1.0,107.82,3,2,1,32,about_to_sleep
3602,228.0,2.0,1065.3500000000001,1,3,4,13,at_Risk
3603,242.0,1.0,243.15000000000003,1,2,2,12,hibernating
3604,58.0,1.0,187.82999999999998,3,2,1,32,about_to_sleep
3605,131.0,3.0,1620.27,2,4,4,24,at_Risk
3606,61.0,6.0,1647.48,3,5,4,35,loyal_customers
3607,22.0,1.0,151.37,4,2,1,42,potential_loyalists
3608,27.0,7.0,1049.0600000000002,4,5,4,45,loyal_customers
3609,10.0,7.0,1417.63,5,5,4,55,champions
3610,32.0,3.0,931.02,4,4,4,44,loyal_customers
3611,4.0,2.0,513.01,5,3,3,53,potential_loyalists
3612,309.0,1.0,550.8000000000001,1,2,3,12,hibernating
3613,9.0,9.0,1826.12,5,5,4,55,champions
3614,29.0,3.0,547.0,4,4,3,44,loyal_customers
3615,18.0,1.0,128.18,4,2,1,42,potential_loyalists
3616,102.0,2.0,498.42,2,3,3,23,at_Risk
3617,12.0,4.0,656.61,5,4,3,54,champions
3618,22.0,1.0,163.24,4,2,1,42,potential_loyalists
3619,15.0,5.0,1135.63,4,4,4,44,loyal_customers
3620,362.0,1.0,250.03999999999996,1,2,2,12,hibernating
3621,11.0,19.0,7713.040000000001,5,5,5,55,champions
3622,96.0,1.0,82.75,2,2,1,22,hibernating
3623,79.0,2.0,1384.85,2,3,4,23,at_Risk
3624,139.0,3.0,644.3,2,4,3,24,at_Risk
3625,32.0,1.0,2328.84,4,2,5,42,potential_loyalists
3626,25.0,8.0,2527.92,4,5,5,45,loyal_customers
3627,2.0,38.0,6233.17,5,5,5,55,champions
3628,47.0,3.0,2382.5099999999998,3,4,5,34,loyal_customers
3629,101.0,3.0,1200.6200000000001,2,4,4,24,at_Risk
3630,9.0,2.0,657.16,5,3,3,53,potential_loyalists
3631,16.0,7.0,906.52,4,5,3,45,loyal_customers
3632,18.0,4.0,986.4799999999999,4,4,4,44,loyal_customers
3633,281.0,1.0,96.8,1,2,1,12,hibernating
3634,15.0,2.0,523.11,4,3,3,43,potential_loyalists
3635,23.0,2.0,363.9,4,3,2,43,potential_loyalists
3636,124.0,1.0,175.2,2,2,1,22,hibernating
3637,86.0,1.0,494.25,2,2,3,22,hibernating
3638,303.0,2.0,307.02000000000004,1,3,2,13,at_Risk
3639,152.0,4.0,1981.06,2,4,4,24,at_Risk
3640,18.0,8.0,6493.54,4,5,5,45,loyal_customers
3641,95.0,2.0,243.36,2,3,2,23,at_Risk
3642,30.0,11.0,12350.400000000001,4,5,5,45,loyal_customers
3643,157.0,3.0,682.29,2,4,3,24,at_Risk
3644,356.0,1.0,193.64,1,2,1,12,hibernating
3645,47.0,1.0,157.61999999999998,3,2,1,32,about_to_sleep
3646,16.0,4.0,519.69,4,4,3,44,loyal_customers
3647,4.0,15.0,2622.88,5,5,5,55,champions
3648,87.0,1.0,228.96,2,2,1,22,hibernating
3649,15.0,5.0,1156.6,4,4,4,44,loyal_customers
3650,180.0,1.0,98.25,2,2,1,22,hibernating
3651,9.0,4.0,1281.3200000000004,5,4,4,54,champions
3652,37.0,3.0,587.15,3,4,3,34,loyal_customers
3653,130.0,2.0,1740.0,2,3,4,23,at_Risk
3654,51.0,1.0,1393.06,3,2,4,32,about_to_sleep
3655,312.0,1.0,178.21999999999997,1,2,1,12,hibernating
3656,25.0,2.0,384.39,4,3,2,43,potential_loyalists
3657,304.0,2.0,360.80999999999995,1,3,2,13,at_Risk
3658,12.0,1.0,127.85999999999999,5,2,1,52,potential_loyalists
3659,18.0,3.0,568.2400000000001,4,4,3,44,loyal_customers
3660,50.0,3.0,488.20000000000005,3,4,3,34,loyal_customers
3661,240.0,2.0,312.22999999999996,1,3,2,13,at_Risk
3662,1.0,11.0,4462.68,5,5,5,55,champions
3663,13.0,8.0,4767.360000000001,5,5,5,55,champions
3664,239.0,1.0,167.54999999999998,1,2,1,12,hibernating
3665,24.0,8.0,1878.8700000000001,4,5,4,45,loyal_customers
3666,73.0,4.0,446.17999999999995,2,4,2,24,at_Risk
3667,18.0,3.0,418.40000000000003,4,4,2,44,loyal_customers
3668,41.0,8.0,1337.18,3,5,4,35,loyal_customers
3669,41.0,4.0,646.9200000000001,3,4,3,34,loyal_customers
3670,219.0,2.0,495.7699999999999,1,3,3,13,at_Risk
3671,200.0,3.0,400.09999999999997,1,4,2,14,at_Risk
3672,71.0,2.0,203.2,3,3,1,33,need_attention
3673,24.0,20.0,4058.32,4,5,5,45,loyal_customers
3674,12.0,1.0,389.72,5,2,2,52,potential_loyalists
3675,9.0,29.0,17231.57,5,5,5,55,champions
3676,66.0,1.0,65.4,3,2,1,32,about_to_sleep
3677,5.0,1.0,193.39,5,2,1,52,potential_loyalists
3678,20.0,2.0,336.4,4,3,2,43,potential_loyalists
3679,15.0,1.0,256.11,4,2,2,42,potential_loyalists
3680,8.0,6.0,2339.1250000000005,5,5,5,55,champions
3681,20.0,2.0,746.81,4,3,3,43,potential_loyalists
3682,78.0,4.0,1129.18,2,4,4,24,at_Risk
3683,1.0,34.0,31738.055,5,5,5,55,champions
3684,164.0,2.0,508.8,2,3,3,23,at_Risk
3685,307.0,2.0,417.27,1,3,2,13,at_Risk
3686,220.0,1.0,203.86999999999995,1,2,1,12,hibernating
3687,40.0,8.0,7330.8,3,5,5,35,loyal_customers
3688,23.0,2.0,681.41,4,3,3,43,potential_loyalists
3689,115.0,3.0,653.38,2,4,3,24,at_Risk
3690,127.0,5.0,2097.84,2,4,5,24,at_Risk
3691,5.0,13.0,2633.8499999999995,5,5,5,55,champions
3692,37.0,1.0,263.92,3,2,2,32,about_to_sleep
3693,5.0,15.0,28974.155,5,5,5,55,champions
3694,2.0,3.0,1031.41,5,4,4,54,champions
3695,334.0,3.0,1750.6,1,4,4,14,at_Risk
3696,164.0,1.0,32.65,2,2,1,22,hibernating
3697,185.0,2.0,771.8499999999999,1,3,3,13,at_Risk
3698,17.0,5.0,1214.72,4,4,4,44,loyal_customers
3699,13.0,3.0,778.9399999999999,5,4,3,54,champions
3700,3.0,7.0,1258.0600000000002,5,5,4,55,champions
3701,44.0,2.0,371.275,3,3,2,33,need_attention
3702,80.0,1.0,399.06999999999994,2,2,2,22,hibernating
3703,30.0,7.0,6893.42,4,5,5,45,loyal_customers
3704,43.0,2.0,463.46,3,3,2,33,need_attention
3705,12.0,12.0,4178.63,5,5,5,55,champions
3706,51.0,3.0,598.83,3,4,3,34,loyal_customers
3707,17.0,6.0,1979.3700000000001,4,5,4,45,loyal_customers
3708,47.0,2.0,698.41,3,3,3,33,need_attention
3709,20.0,2.0,759.1700000000001,4,3,3,43,potential_loyalists
3710,9.0,6.0,5019.92,5,5,5,55,champions
3711,72.0,1.0,100.8,3,2,1,32,about_to_sleep
3712,1.0,28.0,17241.07,5,5,5,55,champions
3713,129.0,3.0,524.9200000000001,2,4,3,24,at_Risk
3714,33.0,2.0,265.76000000000005,4,3,2,43,potential_loyalists
3715,314.0,1.0,403.3,1,2,2,12,hibernating
3716,19.0,2.0,365.76,4,3,2,43,potential_loyalists
3717,89.0,1.0,303.15999999999997,2,2,2,22,hibernating
3718,3.0,7.0,2373.8199999999997,5,5,5,55,champions
3719,2.0,2.0,216.3,5,3,1,53,potential_loyalists
3720,254.0,1.0,388.45000000000005,1,2,2,12,hibernating
3721,157.0,3.0,186.42,2,4,1,24,at_Risk
